School Year,State,NCES LEA ID,Local Education Agency (School District) Name,Data Group ID,Data Description,Value,Number of Valid Test Takers,Category
2011-2012,COLORADO,,,695,Four-Year Adjusted-Cohort Graduation Rates,80,NA,Two or more races
2011-2012,CONNECTICUT,,,695,Four-Year Adjusted-Cohort Graduation Rates,85,NA,All Students
2011-2012,CONNECTICUT,,,695,Four-Year Adjusted-Cohort Graduation Rates,84,NA,American Indian or Alaska Native
2011-2012,CONNECTICUT,,,695,Four-Year Adjusted-Cohort Graduation Rates,S,NA,Asian
2011-2012,CONNECTICUT,,,695,Four-Year Adjusted-Cohort Graduation Rates,92,NA,Asian / Pacific Islander
2011-2012,CONNECTICUT,,,695,Four-Year Adjusted-Cohort Graduation Rates,64,NA,Children with one or more disabilities (IDEA)
2011-2012,CONNECTICUT,,,695,Four-Year Adjusted-Cohort Graduation Rates,71,NA,Economically Disadvantaged
2011-2012,CONNECTICUT,,,695,Four-Year Adjusted-Cohort Graduation Rates,63,NA,English Learner
2011-2012,CONNECTICUT,,,695,Four-Year Adjusted-Cohort Graduation Rates,69,NA,Hispanic/Latino
2011-2012,CONNECTICUT,,,695,Four-Year Adjusted-Cohort Graduation Rates,>=80,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2011-2012,CONNECTICUT,,,695,Four-Year Adjusted-Cohort Graduation Rates,91,NA,White or Caucasian (not Hispanic)
2011-2012,CONNECTICUT,,,695,Four-Year Adjusted-Cohort Graduation Rates,73,NA,Black or African American
2011-2012,CONNECTICUT,,,695,Four-Year Adjusted-Cohort Graduation Rates,83,NA,Two or more races
2011-2012,DELAWARE,,,695,Four-Year Adjusted-Cohort Graduation Rates,80,NA,All Students
2011-2012,DELAWARE,,,695,Four-Year Adjusted-Cohort Graduation Rates,72,NA,American Indian or Alaska Native
2011-2012,DELAWARE,,,695,Four-Year Adjusted-Cohort Graduation Rates,S,NA,Asian
2011-2012,DELAWARE,,,695,Four-Year Adjusted-Cohort Graduation Rates,93,NA,Asian / Pacific Islander
2011-2012,DELAWARE,,,695,Four-Year Adjusted-Cohort Graduation Rates,57,NA,Children with one or more disabilities (IDEA)
2011-2012,DELAWARE,,,695,Four-Year Adjusted-Cohort Graduation Rates,72,NA,Economically Disadvantaged
2011-2012,DELAWARE,,,695,Four-Year Adjusted-Cohort Graduation Rates,71,NA,English Learner
2011-2012,DELAWARE,,,695,Four-Year Adjusted-Cohort Graduation Rates,74,NA,Hispanic/Latino
2011-2012,DELAWARE,,,695,Four-Year Adjusted-Cohort Graduation Rates,S,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2011-2012,DELAWARE,,,695,Four-Year Adjusted-Cohort Graduation Rates,83,NA,White or Caucasian (not Hispanic)
2011-2012,DELAWARE,,,695,Four-Year Adjusted-Cohort Graduation Rates,74,NA,Black or African American
2011-2012,DELAWARE,,,695,Four-Year Adjusted-Cohort Graduation Rates,87,NA,Two or more races
2011-2012,DISTRICT OF COLUMBIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,59,NA,All Students
2011-2012,DISTRICT OF COLUMBIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,S,NA,American Indian or Alaska Native
2011-2012,DISTRICT OF COLUMBIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,79,NA,Asian
2011-2012,DISTRICT OF COLUMBIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,74,NA,Asian / Pacific Islander
2011-2012,DISTRICT OF COLUMBIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,44,NA,Children with one or more disabilities (IDEA)
2011-2012,DISTRICT OF COLUMBIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,70,NA,Economically Disadvantaged
2011-2012,DISTRICT OF COLUMBIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,52,NA,English Learner
2011-2012,DISTRICT OF COLUMBIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,54,NA,Hispanic/Latino
2011-2012,DISTRICT OF COLUMBIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,55,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2011-2012,DISTRICT OF COLUMBIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,86,NA,White or Caucasian (not Hispanic)
2011-2012,DISTRICT OF COLUMBIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,58,NA,Black or African American
2011-2012,DISTRICT OF COLUMBIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,S,NA,Two or more races
2011-2012,FLORIDA,,,695,Four-Year Adjusted-Cohort Graduation Rates,75,NA,All Students
2011-2012,FLORIDA,,,695,Four-Year Adjusted-Cohort Graduation Rates,70,NA,American Indian or Alaska Native
2011-2012,FLORIDA,,,695,Four-Year Adjusted-Cohort Graduation Rates,88,NA,Asian
2011-2012,FLORIDA,,,695,Four-Year Adjusted-Cohort Graduation Rates,88,NA,Asian / Pacific Islander
2011-2012,FLORIDA,,,695,Four-Year Adjusted-Cohort Graduation Rates,48,NA,Children with one or more disabilities (IDEA)
2011-2012,FLORIDA,,,695,Four-Year Adjusted-Cohort Graduation Rates,65,NA,Economically Disadvantaged
2011-2012,FLORIDA,,,695,Four-Year Adjusted-Cohort Graduation Rates,57,NA,English Learner
2011-2012,FLORIDA,,,695,Four-Year Adjusted-Cohort Graduation Rates,73,NA,Hispanic/Latino
2011-2012,FLORIDA,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2011-2012,FLORIDA,,,695,Four-Year Adjusted-Cohort Graduation Rates,79,NA,White or Caucasian (not Hispanic)
2011-2012,FLORIDA,,,695,Four-Year Adjusted-Cohort Graduation Rates,64,NA,Black or African American
2011-2012,FLORIDA,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Two or more races
2011-2012,GEORGIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,70,NA,All Students
2011-2012,GEORGIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,67,NA,American Indian or Alaska Native
2011-2012,GEORGIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Asian
2011-2012,GEORGIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,82,NA,Asian / Pacific Islander
2011-2012,GEORGIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,35,NA,Children with one or more disabilities (IDEA)
2011-2012,GEORGIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,61,NA,Economically Disadvantaged
2011-2012,GEORGIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,44,NA,English Learner
2011-2012,GEORGIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,60,NA,Hispanic/Latino
2011-2012,GEORGIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2011-2012,GEORGIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,78,NA,White or Caucasian (not Hispanic)
2011-2012,GEORGIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,62,NA,Black or African American
2011-2012,GEORGIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,72,NA,Two or more races
2011-2012,HAWAII,,,695,Four-Year Adjusted-Cohort Graduation Rates,81,NA,All Students
2011-2012,HAWAII,,,695,Four-Year Adjusted-Cohort Graduation Rates,65,NA,American Indian or Alaska Native
2011-2012,HAWAII,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Asian
2011-2012,HAWAII,,,695,Four-Year Adjusted-Cohort Graduation Rates,82,NA,Asian / Pacific Islander
2011-2012,HAWAII,,,695,Four-Year Adjusted-Cohort Graduation Rates,60,NA,Children with one or more disabilities (IDEA)
2011-2012,HAWAII,,,695,Four-Year Adjusted-Cohort Graduation Rates,78,NA,Economically Disadvantaged
2011-2012,HAWAII,,,695,Four-Year Adjusted-Cohort Graduation Rates,52,NA,English Learner
2011-2012,HAWAII,,,695,Four-Year Adjusted-Cohort Graduation Rates,76,NA,Hispanic/Latino
2011-2012,HAWAII,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2011-2012,HAWAII,,,695,Four-Year Adjusted-Cohort Graduation Rates,78,NA,White or Caucasian (not Hispanic)
2011-2012,HAWAII,,,695,Four-Year Adjusted-Cohort Graduation Rates,76,NA,Black or African American
2011-2012,HAWAII,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Two or more races
2011-2012,IDAHO,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,All Students
2011-2012,IDAHO,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,American Indian or Alaska Native
2011-2012,IDAHO,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Asian
2011-2012,IDAHO,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Asian / Pacific Islander
2011-2012,IDAHO,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Children with one or more disabilities (IDEA)
2011-2012,IDAHO,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Economically Disadvantaged
2011-2012,IDAHO,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,English Learner
2011-2012,IDAHO,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Hispanic/Latino
2011-2012,IDAHO,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2011-2012,IDAHO,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,White or Caucasian (not Hispanic)
2011-2012,IDAHO,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Black or African American
2011-2012,IDAHO,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Two or more races
2011-2012,ILLINOIS,,,695,Four-Year Adjusted-Cohort Graduation Rates,82,NA,All Students
2011-2012,ILLINOIS,,,695,Four-Year Adjusted-Cohort Graduation Rates,79,NA,American Indian or Alaska Native
2011-2012,ILLINOIS,,,695,Four-Year Adjusted-Cohort Graduation Rates,93,NA,Asian
2011-2012,ILLINOIS,,,695,Four-Year Adjusted-Cohort Graduation Rates,93,NA,Asian / Pacific Islander
2011-2012,ILLINOIS,,,695,Four-Year Adjusted-Cohort Graduation Rates,69,NA,Children with one or more disabilities (IDEA)
2011-2012,ILLINOIS,,,695,Four-Year Adjusted-Cohort Graduation Rates,73,NA,Economically Disadvantaged
2011-2012,ILLINOIS,,,695,Four-Year Adjusted-Cohort Graduation Rates,66,NA,English Learner
2011-2012,ILLINOIS,,,695,Four-Year Adjusted-Cohort Graduation Rates,76,NA,Hispanic/Latino
2011-2012,ILLINOIS,,,695,Four-Year Adjusted-Cohort Graduation Rates,87,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2011-2012,ILLINOIS,,,695,Four-Year Adjusted-Cohort Graduation Rates,89,NA,White or Caucasian (not Hispanic)
2011-2012,ILLINOIS,,,695,Four-Year Adjusted-Cohort Graduation Rates,68,NA,Black or African American
2011-2012,ILLINOIS,,,695,Four-Year Adjusted-Cohort Graduation Rates,83,NA,Two or more races
2011-2012,INDIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,86,NA,All Students
2011-2012,INDIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,78,NA,American Indian or Alaska Native
2011-2012,INDIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,89,NA,Asian
2011-2012,INDIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,89,NA,Asian / Pacific Islander
2011-2012,INDIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,71,NA,Children with one or more disabilities (IDEA)
2011-2012,INDIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,85,NA,Economically Disadvantaged
2011-2012,INDIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,78,NA,English Learner
2011-2012,INDIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,80,NA,Hispanic/Latino
2011-2012,INDIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,88,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2011-2012,INDIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,89,NA,White or Caucasian (not Hispanic)
2011-2012,INDIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,73,NA,Black or African American
2011-2012,INDIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,84,NA,Two or more races
2011-2012,IOWA,,,695,Four-Year Adjusted-Cohort Graduation Rates,89,NA,All Students
2011-2012,IOWA,,,695,Four-Year Adjusted-Cohort Graduation Rates,73,NA,American Indian or Alaska Native
2011-2012,IOWA,,,695,Four-Year Adjusted-Cohort Graduation Rates,90,NA,Asian
2011-2012,IOWA,,,695,Four-Year Adjusted-Cohort Graduation Rates,89,NA,Asian / Pacific Islander
2011-2012,IOWA,,,695,Four-Year Adjusted-Cohort Graduation Rates,73,NA,Children with one or more disabilities (IDEA)
2011-2012,IOWA,,,695,Four-Year Adjusted-Cohort Graduation Rates,80,NA,Economically Disadvantaged
2011-2012,IOWA,,,695,Four-Year Adjusted-Cohort Graduation Rates,74,NA,English Learner
2011-2012,IOWA,,,695,Four-Year Adjusted-Cohort Graduation Rates,77,NA,Hispanic/Latino
2011-2012,IOWA,,,695,Four-Year Adjusted-Cohort Graduation Rates,77,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2011-2012,IOWA,,,695,Four-Year Adjusted-Cohort Graduation Rates,91,NA,White or Caucasian (not Hispanic)
2011-2012,IOWA,,,695,Four-Year Adjusted-Cohort Graduation Rates,74,NA,Black or African American
2011-2012,IOWA,,,695,Four-Year Adjusted-Cohort Graduation Rates,84,NA,Two or more races
2011-2012,KANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,85,NA,All Students
2011-2012,KANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,78,NA,American Indian or Alaska Native
2011-2012,KANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,88,NA,Asian
2011-2012,KANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,86,NA,Asian / Pacific Islander
2011-2012,KANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,77,NA,Children with one or more disabilities (IDEA)
2011-2012,KANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,76,NA,Economically Disadvantaged
2011-2012,KANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,74,NA,English Learner
2011-2012,KANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,77,NA,Hispanic/Latino
2011-2012,KANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,62,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2011-2012,KANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,88,NA,White or Caucasian (not Hispanic)
2011-2012,KANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,75,NA,Black or African American
2011-2012,KANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,84,NA,Two or more races
2011-2012,KENTUCKY,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,All Students
2011-2012,KENTUCKY,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,American Indian or Alaska Native
2011-2012,KENTUCKY,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Asian
2011-2012,KENTUCKY,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Asian / Pacific Islander
2011-2012,KENTUCKY,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Children with one or more disabilities (IDEA)
2011-2012,KENTUCKY,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Economically Disadvantaged
2011-2012,KENTUCKY,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,English Learner
2011-2012,KENTUCKY,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Hispanic/Latino
2011-2012,KENTUCKY,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2011-2012,KENTUCKY,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,White or Caucasian (not Hispanic)
2011-2012,KENTUCKY,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Black or African American
2011-2012,KENTUCKY,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Two or more races
2011-2012,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,72,NA,All Students
2011-2012,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,73,NA,American Indian or Alaska Native
2011-2012,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,86,NA,Asian
2011-2012,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,86,NA,Asian / Pacific Islander
2011-2012,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,33,NA,Children with one or more disabilities (IDEA)
2011-2012,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,66,NA,Economically Disadvantaged
2011-2012,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,49,NA,English Learner
2011-2012,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,71,NA,Hispanic/Latino
2011-2012,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,58,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2011-2012,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,78,NA,White or Caucasian (not Hispanic)
2011-2012,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,65,NA,Black or African American
2011-2012,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,79,NA,Two or more races
2011-2012,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,85,NA,All Students
2011-2012,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,72,NA,American Indian or Alaska Native
2011-2012,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,89,NA,Asian
2011-2012,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,89,NA,Asian / Pacific Islander
2011-2012,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,70,NA,Children with one or more disabilities (IDEA)
2011-2012,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,76,NA,Economically Disadvantaged
2011-2012,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,74,NA,English Learner
2011-2012,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,80,NA,Hispanic/Latino
2011-2012,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,86,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2011-2012,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,86,NA,White or Caucasian (not Hispanic)
2011-2012,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,72,NA,Black or African American
2011-2012,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,73,NA,Two or more races
2011-2012,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,84,NA,All Students
2011-2012,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,79,NA,American Indian or Alaska Native
2011-2012,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,93,NA,Asian
2011-2012,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,93,NA,Asian / Pacific Islander
2011-2012,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,57,NA,Children with one or more disabilities (IDEA)
2011-2012,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,75,NA,Economically Disadvantaged
2011-2012,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,55,NA,English Learner
2011-2012,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,73,NA,Hispanic/Latino
2011-2012,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,75,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2011-2012,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,90,NA,White or Caucasian (not Hispanic)
2011-2012,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,77,NA,Black or African American
2011-2012,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,89,NA,Two or more races
2011-2012,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,85,NA,All Students
2011-2012,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,70,NA,American Indian or Alaska Native
2011-2012,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,90,NA,Asian
2011-2012,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,89,NA,Asian / Pacific Islander
2011-2012,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,69,NA,Children with one or more disabilities (IDEA)
2011-2012,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,72,NA,Economically Disadvantaged
2011-2012,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,61,NA,English Learner
2011-2012,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,66,NA,Hispanic/Latino
2011-2012,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,71,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2011-2012,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,90,NA,White or Caucasian (not Hispanic)
2011-2012,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,73,NA,Black or African American
2011-2012,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,83,NA,Two or more races
2011-2012,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,76,NA,All Students
2011-2012,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,66,NA,American Indian or Alaska Native
2011-2012,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,87,NA,Asian
2011-2012,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,87,NA,Asian / Pacific Islander
2011-2012,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,54,NA,Children with one or more disabilities (IDEA)
2011-2012,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,64,NA,Economically Disadvantaged
2011-2012,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,63,NA,English Learner
2011-2012,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,64,NA,Hispanic/Latino
2011-2012,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,73,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
